"ordinal","reviewClass","lane","id","team","slug","assetIndex","assetType","splitMode","reason","before","splitParts","existingPartMatches","projectedPartsToCreate","projectedNetAssetChange","warnings","originalRisks"
"162","manual","CDEL_manual_original_has_transaction_or_sentence_context","SF-2017-0382","san-francisco-49ers","2017-1st-round-pick-3rd-overall-solomon-thomas-2017-3rd-round-pick-chicago-bears-2017","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2017 1st round pick (3rd overall, Solomon Thomas), 2017 3rd round pick (67th overall subsequently traded, Alvin Kamara), 2017 4th round pick (111th overall subsequently traded, Tedric Thompson) and 2018 3rd round pick (70th overall, Fred Warner)","2017 1st round pick (3rd overall, Solomon Thomas) || 2017 3rd round pick (67th overall subsequently traded, Alvin Kamara) || 2017 4th round pick (111th overall subsequently traded, Tedric Thompson) || 2018 3rd round pick (70th overall, Fred Warner)","","4","3","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"163","manual","CDEL_manual_original_has_transaction_or_sentence_context","ATL-2017-0271","atlanta-falcons","2017-3rd-round-pick-75th-overall-buffalo-bills-2017","3","pick","all","original text risks: word_glued_after_parenthetical","2017 3rd round pick (75th overall, Duke Riley), 2017 5th round pick (149th overall, Damontae Kazee) and 2017 5th round pick (156th overall, Brian Hill)","2017 3rd round pick (75th overall, Duke Riley) || 2017 5th round pick (149th overall, Damontae Kazee) || 2017 5th round pick (156th overall, Brian Hill)","2017 3rd round pick (75th overall, Duke Riley) => [0] 2017 3rd round pick (75th overall, Duke Riley) || 2017 5th round pick (149th overall, Damontae Kazee) => [1] 2017 5th round pick (149th overall, Damontae Kazee) || 2017 5th round pick (156th overall, Brian Hill) => [2] 2017 5th round pick (156th overall, Brian Hill)","0","-1","","word_glued_after_parenthetical"
"164","manual","CDEL_manual_original_has_transaction_or_sentence_context","CHI-2017-0467","chicago-bears","2017-2nd-round-pick-45th-overall-adam-shaheen-2017-4th-round-pick-119t","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2017 2nd round pick (45th overall, Adam Shaheen), 2017 4th round pick (119th overall, Tarik Cohen), 2017 6th round pick (197th overall subsequently traded, Jeremy Clark) and 2018 4th round pick (115th overall, Joel Iyiegbuniwe)","2017 2nd round pick (45th overall, Adam Shaheen) || 2017 4th round pick (119th overall, Tarik Cohen) || 2017 6th round pick (197th overall subsequently traded, Jeremy Clark) || 2018 4th round pick (115th overall, Joel Iyiegbuniwe)","","4","3","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"165","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIN-2017-0254","minnesota-vikings","2017-3rd-round-pick-104th-overall-subsequently-traded-c-j-beathard-2017-4th-roun","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical|sentence_fragment_leak","2017 3rd round pick (104th overall subsequently traded, C.J. Beathard), 2017 4th round pick (132nd overall subsequently traded, Donnel Pumphrey) and 2017 7th round pick (245th overall, Jack Tocho)","2017 3rd round pick (104th overall subsequently traded, C.J. Beathard) || 2017 4th round pick (132nd overall subsequently traded, Donnel Pumphrey) || 2017 7th round pick (245th overall, Jack Tocho)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical|sentence_fragment_leak"
"166","manual","CDEL_manual_original_has_transaction_or_sentence_context","BUF-2018-0303","cincinnati-bengals","2018-1st-round-pick-12th-overall-subsequently-traded-vita-vea-and-2018-6th-round","0","pick","all","original text risks: word_glued_after_parenthetical","Cordy Glenn, 2018 1st round pick (21st overall, Billy Price) and 2018 5th round pick (158th overall, Andrew Brown)","Cordy Glenn || 2018 1st round pick (21st overall, Billy Price) || 2018 5th round pick (158th overall, Andrew Brown)","","3","2","","word_glued_after_parenthetical"
"167","manual","CDEL_manual_original_has_transaction_or_sentence_context","IND-2018-0351","indianapolis-colts","2018-1st-round-pick-6th-overall-quenton-nelson-2018-2nd-round-pick-37th-overall","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2018 1st round pick (6th overall, Quenton Nelson), 2018 2nd round pick (37th overall, Braden Smith), 2018 2nd round pick (49th overall subsequently traded, Dallas Goedert) and 2019 2nd round pick (34th overall, Rock Ya-Sin)","2018 1st round pick (6th overall, Quenton Nelson) || 2018 2nd round pick (37th overall, Braden Smith) || 2018 2nd round pick (49th overall subsequently traded, Dallas Goedert) || 2019 2nd round pick (34th overall, Rock Ya-Sin)","","4","3","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"168","manual","CDEL_manual_original_has_transaction_or_sentence_context","BUF-2018-0304","tampa-bay-buccaneers","2018-1st-round-pick-7th-overall-josh-allen-tampa-bay-buccaneers-2018","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical|sentence_fragment_leak","2018 1st round pick (12th overall, Vita Vea), 2018 2nd round pick (53rd overall, M.J. Stewart) and 2018 2nd round pick (56th overall subsequently traded, Duke Dawson)","2018 1st round pick (12th overall, Vita Vea) || 2018 2nd round pick (53rd overall, M.J. Stewart) || 2018 2nd round pick (56th overall subsequently traded, Duke Dawson)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical|sentence_fragment_leak"
"169","manual","CDEL_manual_original_has_transaction_or_sentence_context","BUF-2018-0305","baltimore-ravens","2018-1st-round-pick-16th-overall-tremaine-edmunds-baltimore-ravens-2018","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2018 1st round pick (22nd overall subsequently traded, Rashaan Evans), 2018 3rd round pick (65th overall subsequently traded, Brandon Parker) and 2018 5th round pick (154th overall subsequently traded, Siran Neal)","2018 1st round pick (22nd overall subsequently traded, Rashaan Evans) || 2018 3rd round pick (65th overall subsequently traded, Brandon Parker) || 2018 5th round pick (154th overall subsequently traded, Siran Neal)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"170","manual","CDEL_manual_original_has_transaction_or_sentence_context","NO-2018-0311","green-bay-packers","saints-2018-04-26-green-bay-packers-2018-1st-round-pick-14th-overall-marcus-dave","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2018 1st round pick (27th overall subsequently traded, Rashaad Penny), 2018 5th round pick (147th overall subsequently traded, Micah Kiser) and 2019 1st round pick (30th overall subsequently traded, Deandre Baker)","2018 1st round pick (27th overall subsequently traded, Rashaad Penny) || 2018 5th round pick (147th overall subsequently traded, Micah Kiser) || 2019 1st round pick (30th overall subsequently traded, Deandre Baker)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"171","manual","CDEL_manual_original_has_transaction_or_sentence_context","PHI-2018-0401","philadelphia-eagles","eagles-2018-04-26-baltimore-ravens-0401","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2018 2nd round pick (52nd overall subsequently traded, Kemoko Turay), 2018 4th round pick (125th overall, Avonte Maddox) and 2019 2nd round pick (53rd overall, Miles Sanders)","2018 2nd round pick (52nd overall subsequently traded, Kemoko Turay) || 2018 4th round pick (125th overall, Avonte Maddox) || 2019 2nd round pick (53rd overall, Miles Sanders)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"172","manual","CDEL_manual_original_has_transaction_or_sentence_context","RAI-2018-0370","las-vegas-raiders","2018-1st-round-pick-15th-overall-arizona-st-louis-cardinals-2018","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2018 1st round pick (15th overall, Kolton Miller), 2018 3rd round pick (79th overall subsequently traded, Rasheem Green) and 2018 5th round pick (152nd overall subsequently traded, Dane Cruikshank)","2018 1st round pick (15th overall, Kolton Miller) || 2018 3rd round pick (79th overall subsequently traded, Rasheem Green) || 2018 5th round pick (152nd overall subsequently traded, Dane Cruikshank)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"173","manual","CDEL_manual_original_has_transaction_or_sentence_context","SEA-2018-04-26-0195","seattle-seahawks","2018-1st-round-pick-27th-overall-rashaad-penny-green-bay-packers-2018","3","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2018 1st round pick (27th overall, Rashaad Penny), 2018 3rd round pick (76th overall subsequently traded, Mason Rudolph) and 2018 6th round pick (186th overall, Jacob Martin)","2018 1st round pick (27th overall, Rashaad Penny) || 2018 3rd round pick (76th overall subsequently traded, Mason Rudolph) || 2018 6th round pick (186th overall, Jacob Martin)","2018 1st round pick (27th overall, Rashaad Penny) => [0] 2018 1st round pick (27th overall, Rashaad Penny) || 2018 3rd round pick (76th overall subsequently traded, Mason Rudolph) => [1] 2018 3rd round pick (76th overall subsequently traded, Mason Rudolph) || 2018 6th round pick (186th overall, Jacob Martin) => [2] 2018 6th round pick (186th overall, Jacob Martin)","0","-1","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"174","manual","CDEL_manual_original_has_transaction_or_sentence_context","RAI-2018-0373","baltimore-ravens","2018-3rd-round-pick-65th-overall-baltimore-ravens-2018","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2018 3rd round pick (75th overall subsequently traded, Derrick Nnadi), 2018 5th round pick (152nd overall subsequently traded, Dane Cruikshank) and 2018 6th round pick (212th overall, Greg Senat)","2018 3rd round pick (75th overall subsequently traded, Derrick Nnadi) || 2018 5th round pick (152nd overall subsequently traded, Dane Cruikshank) || 2018 6th round pick (212th overall, Greg Senat)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"175","manual","CDEL_manual_original_has_transaction_or_sentence_context","RAI-2018-0380","las-vegas-raiders","2019-1st-round-pick-24th-overall-chicago-bears-2018","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2019 1st round pick (24th overall, Josh Jacobs), 2019 6th round pick (196th overall subsequently traded, Blessuan Austin), 2020 1st round pick (19th overall, Damon Arnette) and 2020 3rd round pick (81st overall, Bryan Edwards)","2019 1st round pick (24th overall, Josh Jacobs) || 2019 6th round pick (196th overall subsequently traded, Blessuan Austin) || 2020 1st round pick (19th overall, Damon Arnette) || 2020 3rd round pick (81st overall, Bryan Edwards)","","4","3","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"176","manual","CDEL_manual_original_has_transaction_or_sentence_context","RAI-2018-0380","chicago-bears","2019-1st-round-pick-24th-overall-chicago-bears-2018","0","pick","all","original text risks: word_glued_after_parenthetical","Khalil Mack, 2020 2nd round pick (43rd overall, Cole Kmet) and 2020 7th round pick (226th overall, Arlington Hambright)","Khalil Mack || 2020 2nd round pick (43rd overall, Cole Kmet) || 2020 7th round pick (226th overall, Arlington Hambright)","","3","2","","word_glued_after_parenthetical"
"177","manual","CDEL_manual_original_has_transaction_or_sentence_context","NYG-2019-0287","seattle-seahawks","2019-1st-round-pick-30th-overall-deandre-baker-seattle-seahawks-2019","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2019 2nd round pick (37th overall subsequently traded, Greg Little), 2019 4th round pick (132nd overall, Ugo Amadi) and 2019 5th round pick (142nd overall, Ben Burr-Kirven)","2019 2nd round pick (37th overall subsequently traded, Greg Little) || 2019 4th round pick (132nd overall, Ugo Amadi) || 2019 5th round pick (142nd overall, Ben Burr-Kirven)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"178","manual","CDEL_manual_original_has_transaction_or_sentence_context","NYG-2019-0285","new-york-giants","jabrill-peppers-2019-1st-round-pick-17th-overall-dexter-lawrence-and-2019-3rd-ro","0","pick","all","original text risks: word_glued_after_parenthetical","Jabrill Peppers, 2019 1st round pick (17th overall, Dexter Lawrence) and 2019 3rd round pick (95th overall, Oshane Ximines)","Jabrill Peppers || 2019 1st round pick (17th overall, Dexter Lawrence) || 2019 3rd round pick (95th overall, Oshane Ximines)","","3","2","","word_glued_after_parenthetical"
"179","manual","CDEL_manual_original_has_transaction_or_sentence_context","DEN-2019-04-25-0354","denver-broncos","2019-1st-round-pick-20th-overall-noah-fant-2019-2nd-round-pick-52nd-overall-subsequently-t","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2019 1st round pick (20th overall, Noah Fant), 2019 2nd round pick (52nd overall subsequently traded, Drew Sample) and 2020 3rd round pick (83rd overall, Lloyd Cushenberry)","2019 1st round pick (20th overall, Noah Fant) || 2019 2nd round pick (52nd overall subsequently traded, Drew Sample) || 2020 3rd round pick (83rd overall, Lloyd Cushenberry)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"180","manual","CDEL_manual_original_has_transaction_or_sentence_context","PHI-2019-0409","baltimore-ravens","eagles-2019-04-25-baltimore-ravens-0409","0","pick","all","original text risks: word_glued_after_parenthetical","2019 1st round pick (25th overall, Marquise Brown), 2019 4th round pick (127th overall, Iman Marshall) and 2019 6th round pick (197th overall, Trace McSorley)","2019 1st round pick (25th overall, Marquise Brown) || 2019 4th round pick (127th overall, Iman Marshall) || 2019 6th round pick (197th overall, Trace McSorley)","","3","2","","word_glued_after_parenthetical"
"181","manual","CDEL_manual_original_has_transaction_or_sentence_context","CHI-2019-0474","new-england-patriots","2019-3rd-round-pick-73rd-overall-david-montgomery-and-2019-6th-round-p","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2019 3rd round pick (87th overall, Damien Harris), 2019 5th round pick (162nd overall subsequently traded, Cameron Smith) and 2020 4th round pick (125th overall subsequently traded, James Morgan)","2019 3rd round pick (87th overall, Damien Harris) || 2019 5th round pick (162nd overall subsequently traded, Cameron Smith) || 2020 4th round pick (125th overall subsequently traded, James Morgan)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"182","manual","CDEL_manual_original_has_transaction_or_sentence_context","DEN-2019-04-26-0355","cincinnati-bengals","2019-2nd-round-pick-42nd-overall-drew-lock-cincinnati-bengals-2019","0","pick","all","original text risks: word_glued_after_parenthetical","2019 2nd round pick (52nd overall, Drew Sample), 2019 4th round pick (125th overall, Renell Wren) and 2019 6th round pick (182nd overall, Trayveon Williams)","2019 2nd round pick (52nd overall, Drew Sample) || 2019 4th round pick (125th overall, Renell Wren) || 2019 6th round pick (182nd overall, Trayveon Williams)","","3","2","","word_glued_after_parenthetical"
"183","manual","CDEL_manual_original_has_transaction_or_sentence_context","JAX-2019-0071","jacksonville-jaguars","2019-2nd-round-pick-35th-overall-las-vegas-oakland-raiders-2019","0","pick","all","original text risks: word_glued_after_parenthetical","2019 2nd round pick (35th overall, Jawaan Taylor), 2019 5th round pick (140th overall, Ryquell Armstead) and 2019 7th round pick (235th overall, Dontavius Russell)","2019 2nd round pick (35th overall, Jawaan Taylor) || 2019 5th round pick (140th overall, Ryquell Armstead) || 2019 7th round pick (235th overall, Dontavius Russell)","","3","2","","word_glued_after_parenthetical"
"184","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIA-2019-0281","miami-dolphins","2019-2nd-round-pick-62nd-overall-subsequently-traded-saints-2019","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2019 2nd round pick (62nd overall subsequently traded, Andy Isabella), 2019 6th round pick (202nd overall, Isaiah Prince) and 2020 2nd round pick (56th overall, Raekwon Davis)","2019 2nd round pick (62nd overall subsequently traded, Andy Isabella) || 2019 6th round pick (202nd overall, Isaiah Prince) || 2020 2nd round pick (56th overall, Raekwon Davis)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"185","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIN-2019-0267","minnesota-vikings","2019-3rd-round-pick-102nd-overall-alexander-mattison-2019-6th-round-pick-191st-o","0","pick","all","original text risks: word_glued_after_parenthetical","2019 3rd round pick (102nd overall, Alexander Mattison), 2019 6th round pick (191st overall, Marcus Epps) and 2019 6th round pick (193rd overall, Oli Udoh)","2019 3rd round pick (102nd overall, Alexander Mattison) || 2019 6th round pick (191st overall, Marcus Epps) || 2019 6th round pick (193rd overall, Oli Udoh)","","3","2","","word_glued_after_parenthetical"
"186","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIA-2019-0285","miami-dolphins","johnson-bademosi-texans-2019","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","Johnson Bademosi, Julie'n Davenport, 2020 1st round pick (26th overall subsequently traded, Jordan Love), 2021 1st round pick (3rd overall subsequently traded, Trey Lance) and 2021 2nd round pick (36th overall, Jevon Holland)","Johnson Bademosi || Julie'n Davenport || 2020 1st round pick (26th overall subsequently traded, Jordan Love) || 2021 1st round pick (3rd overall subsequently traded, Trey Lance) || 2021 2nd round pick (36th overall, Jevon Holland)","","5","4","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"187","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIA-2019-0285","houston-texans","johnson-bademosi-texans-2019","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","Laremy Tunsil, Kenny Stills, 2020 4th round pick (111th overall subsequently traded, Solomon Kindley) and 2021 6th round pick (202nd overall subsequently traded, Chris Evans)","Laremy Tunsil || Kenny Stills || 2020 4th round pick (111th overall subsequently traded, Solomon Kindley) || 2021 6th round pick (202nd overall subsequently traded, Chris Evans)","","4","3","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"188","manual","CDEL_manual_original_has_transaction_or_sentence_context","PIT-2019-0366","pittsburgh-steelers","minkah-fitzpatrick-2020-4th-round-pick-135th-overall-kevin-dotson-miami-dolphins-2019","0","pick","all","original text risks: word_glued_after_parenthetical","Minkah Fitzpatrick, 2020 4th round pick (135th overall, Kevin Dotson) and 2021 7th round pick (245th overall, Tre Norwood)","Minkah Fitzpatrick || 2020 4th round pick (135th overall, Kevin Dotson) || 2021 7th round pick (245th overall, Tre Norwood)","","3","2","","word_glued_after_parenthetical"
"189","manual","CDEL_manual_original_has_transaction_or_sentence_context","PIT-2019-0366","miami-dolphins","minkah-fitzpatrick-2020-4th-round-pick-135th-overall-kevin-dotson-miami-dolphins-2019","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2020 1st round pick (18th overall, Austin Jackson), 2020 5th round pick (154th overall, Jason Strowbridge) and 2021 6th round pick (207th overall subsequently traded, Jonathan Marshall)","2020 1st round pick (18th overall, Austin Jackson) || 2020 5th round pick (154th overall, Jason Strowbridge) || 2021 6th round pick (207th overall subsequently traded, Jonathan Marshall)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"190","manual","CDEL_manual_original_has_transaction_or_sentence_context","ARI-2020-0321","houston-texans","cardinals-2020-03-16-houston-texans-deandre-hopkins-and-2020-4th-round-pick-131st-overall-rasha","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","David Johnson, 2020 2nd round pick (40th overall, Ross Blacklock) and 2021 4th round pick (122nd overall subsequently traded, Tyler Shelvin)","David Johnson || 2020 2nd round pick (40th overall, Ross Blacklock) || 2021 4th round pick (122nd overall subsequently traded, Tyler Shelvin)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"191","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIN-2020-03-16-0280","minnesota-vikings","draft-pick-trade-buffalo-bills-2020","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2020 1st round pick (22nd overall, Justin Jefferson), 2020 5th round pick (155th overall subsequently traded, Trevis Gipson), 2020 6th round pick (201st overall subsequently traded, James Proche) and 2021 4th round pick (134th overall, Janarius Robinson)","2020 1st round pick (22nd overall, Justin Jefferson) || 2020 5th round pick (155th overall subsequently traded, Trevis Gipson) || 2020 6th round pick (201st overall subsequently traded, James Proche) || 2021 4th round pick (134th overall, Janarius Robinson)","","4","3","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"192","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIN-2020-04-23-0281","minnesota-vikings","draft-pick-trade-san-francisco-49ers-2020","0","pick","all","original text risks: sentence_fragment_leak","2020 1st-round pick (#31 Jeff Gladney), 2020 4th-round pick (#117 D.J. Wonnum), and 2020 5th-round pick (#176 K.J. Osborn)","2020 1st-round pick (#31 Jeff Gladney) || 2020 4th-round pick (#117 D.J. Wonnum) || 2020 5th-round pick (#176 K.J. Osborn)","","3","2","","sentence_fragment_leak"
"193","manual","CDEL_manual_original_has_transaction_or_sentence_context","IND-2020-0366","indianapolis-colts","2020-3rd-round-pick-85th-overall-julian-blackmon-2020-5th-round-pick-149th-overa","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2020 3rd round pick (85th overall, Julian Blackmon), 2020 5th round pick (149th overall, Danny Pinter) and 2020 6th round pick (182nd overall subsequently traded, Michael Onwenu)","2020 3rd round pick (85th overall, Julian Blackmon) || 2020 5th round pick (149th overall, Danny Pinter) || 2020 6th round pick (182nd overall subsequently traded, Michael Onwenu)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"194","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIN-2020-04-24-0282","minnesota-vikings","draft-pick-trade-new-orleans-saints-2020","0","pick","all","original text risks: word_glued_after_parenthetical","2020 4th round pick (130th overall, James Lynch), 2020 5th round pick (169th overall, Harrison Hand), 2020 6th round pick (203rd overall, Blake Brandel) and 2020 7th round pick (244th overall, Nate Stanley)","2020 4th round pick (130th overall, James Lynch) || 2020 5th round pick (169th overall, Harrison Hand) || 2020 6th round pick (203rd overall, Blake Brandel) || 2020 7th round pick (244th overall, Nate Stanley)","","4","3","","word_glued_after_parenthetical"
"195","manual","CDEL_manual_original_has_transaction_or_sentence_context","NYJ-2020-0275","new-york-jets","2020-4th-round-pick-125th-overall-james-morgan-2020-4th-round-pick-129th-overall-cameron-c","0","pick","all","original text risks: word_glued_after_parenthetical","2020 4th round pick (125th overall, James Morgan), 2020 4th round pick (129th overall, Cameron Clark) and 2021 6th round pick (186th overall, Hamsah Nasirildeen)","2020 4th round pick (125th overall, James Morgan) || 2020 4th round pick (129th overall, Cameron Clark) || 2021 6th round pick (186th overall, Hamsah Nasirildeen)","","3","2","","word_glued_after_parenthetical"
"196","manual","CDEL_manual_original_has_transaction_or_sentence_context","RAI-2020-0394","las-vegas-raiders","2020-3rd-round-pick-100th-overall-new-england-patriots-2020","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2020 3rd round pick (100th overall, Tanner Muse), 2020 4th round pick (139th overall, Amik Robertson) and 2020 5th round pick (172nd overall subsequently traded, Jason Huntley)","2020 3rd round pick (100th overall, Tanner Muse) || 2020 4th round pick (139th overall, Amik Robertson) || 2020 5th round pick (172nd overall subsequently traded, Jason Huntley)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"197","manual","CDEL_manual_original_has_transaction_or_sentence_context","PHI-2020-0420","philadelphia-eagles","eagles-2020-04-25-chicago-bears-0420","0","pick","all","original text risks: word_glued_after_parenthetical","2020 6th round pick (196th overall, Shaun Bradley), 2020 6th round pick (200th overall, Quez Watkins) and 2020 7th round pick (233rd overall, Casey Toohill)","2020 6th round pick (196th overall, Shaun Bradley) || 2020 6th round pick (200th overall, Quez Watkins) || 2020 7th round pick (233rd overall, Casey Toohill)","","3","2","","word_glued_after_parenthetical"
"198","manual","CDEL_manual_original_has_transaction_or_sentence_context","RAM-2020-0511","los-angeles-rams","2020-4th-round-pick-136th-overall-brycen-hopkins-2020-7th-round-pick-248th-overa","0","pick","all","original text risks: word_glued_after_parenthetical","2020 4th round pick (136th overall, Brycen Hopkins), 2020 7th round pick (248th overall, Sam Sloman) and 2020 7th round pick (250th overall, Tremayne Anchrum)","2020 4th round pick (136th overall, Brycen Hopkins) || 2020 7th round pick (248th overall, Sam Sloman) || 2020 7th round pick (250th overall, Tremayne Anchrum)","","3","2","","word_glued_after_parenthetical"
"199","manual","CDEL_manual_original_has_transaction_or_sentence_context","SEA-2020-07-25-0217","new-york-jets","jamal-adams-new-york-jets-2020","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak","Bradley McDougald, 2021 1st round pick (23rd overall subsequently traded, Christian Darrisaw), 2021 3rd round pick (86th overall subsequently traded, Wyatt Davis)","Bradley McDougald || 2021 1st round pick (23rd overall subsequently traded, Christian Darrisaw) || 2021 3rd round pick (86th overall subsequently traded, Wyatt Davis)","","3","2","","explanatory_or_contingent|transaction_verb_leak"
"200","manual","CDEL_manual_original_has_transaction_or_sentence_context","SEA-2020-07-25-0217","new-york-jets","jamal-adams-new-york-jets-2020","2","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","Bradley McDougald, 2021 1st round pick (23rd overall subsequently traded, Christian Darrisaw), 2021 3rd round pick (86th overall subsequently traded, Wyatt Davis) and 2022 1st round pick (10th overall, Garrett Wilson)","Bradley McDougald || 2021 1st round pick (23rd overall subsequently traded, Christian Darrisaw) || 2021 3rd round pick (86th overall subsequently traded, Wyatt Davis) || 2022 1st round pick (10th overall, Garrett Wilson)","2022 1st round pick (10th overall, Garrett Wilson) => [1] 2022 1st round pick (10th overall, Garrett Wilson)","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"201","manual","CDEL_manual_original_has_transaction_or_sentence_context","NYG-2021-0292","new-york-giants","2021-1st-round-pick-20th-overall-kadarius-toney-2021-5th-round-pick-164th-overal","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2021 1st round pick (20th overall, Kadarius Toney), 2021 5th round pick (164th overall subsequently traded, Jamar Johnson), 2022 1st round pick (7th overall, Evan Neal) and 2022 4th round pick (112th overall, Daniel Bellinger)","2021 1st round pick (20th overall, Kadarius Toney) || 2021 5th round pick (164th overall subsequently traded, Jamar Johnson) || 2022 1st round pick (7th overall, Evan Neal) || 2022 4th round pick (112th overall, Daniel Bellinger)","","4","3","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"202","manual","CDEL_manual_original_has_transaction_or_sentence_context","NE-2021-0424","houston-texans","2021-4th-round-pick-122nd-overall-subsequently-traded-tyler-shelvin-and-2021-6th-round-pic","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","Marcus Cannon, 2021 5th round pick (158th overall subsequently traded, Daviyon Nixon) and 2021 6th round pick (195th overall, Roy Lopez)","Marcus Cannon || 2021 5th round pick (158th overall subsequently traded, Daviyon Nixon) || 2021 6th round pick (195th overall, Roy Lopez)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"203","manual","CDEL_manual_original_has_transaction_or_sentence_context","RAM-2021-0513","detroit-lions","matthew-stafford-detroit-lions-2021","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","Jared Goff, 2021 3rd round pick (101st overall, Ifeatu Melifonwu), 2022 1st round pick (32nd overall subsequently traded, Lewis Cine) and 2023 1st round pick (6th overall subsequently traded, Paris Johnson)","Jared Goff || 2021 3rd round pick (101st overall, Ifeatu Melifonwu) || 2022 1st round pick (32nd overall subsequently traded, Lewis Cine) || 2023 1st round pick (6th overall subsequently traded, Paris Johnson)","","4","3","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
